YJコード,医薬品名,需要タイプ名,製造販売元メーカー,在庫数,単位,置き場,最終処方日,最終処方量,不動期間,期限間近/期限切れ数量,直近の有効期限,単位薬価,在庫金額（薬価）,採用停止日,JANコード
2669701M1073,パスタロンソフト軟膏１０％,包装小/10%1g/20g,佐藤製薬,405,g,,2026-03-31,120,8,0,2028-07-31,4.1,1660.5,,4987316129990
2559806M1030,ヘモレックス軟膏,包装小/1g/2g,ジェイドルフ,190,g,,2026-03-30,56,9,0,2027-08-31,21.3,4047,,4987328101236
2652701M2021,１０％サリチル酸ワセリン軟膏東豊,調剤用/10%10g,東豊,270,g,,2026-03-28,20,11,0,2030-07-31,4.31,1163.7,,4987429000889
3399007H1021,バイアスピリン錠１００ｍｇ,PTP/100mg1錠/14錠,バイエル,880,錠,,2026-04-06,35,2,0,2028-09-30,6.3,5544,,4987341103095
2171014G4029,アダラートＣＲ錠２０ｍｇ,PTP/20mg1錠/10錠,バイエル,127,錠,,2025-10-29,54,161,0,2027-01-31,9.5,1206.5,,4987341103774
1124010F1021,エバミール錠１．０,PTP/1mg1錠/10錠,バイエル,165,錠,,2026-03-31,30,8,0,2030-03-31,9.5,1567.5,,4987211149109
1319004F1035,アダプチノール錠５ｍｇ,PTP/5mg1錠/10錠,バイエル,280,錠,,2026-03-31,270,8,0,2030-08-31,22.3,6244,,4987341108243
2646700M1163,ネリゾナ軟膏０．１％,包装小/0.1%1g/10g,レオファーマ,150,g,,2026-03-31,60,8,0,2030-03-31,15.9,2385,,4987938000141
1319742Q1195,レボフロキサシン点眼液０．５％「日医工」,包装小/0.5%1mL/5mL,日医工,30,mL,,2026-04-02,10,6,0,2028-03-31,21.8,654,,4987376069823
2649729S2126,ケトプロフェンテープ２０ｍｇ「日医工」,包装小/7cm×10cm1枚/7枚,日医工,231,枚,,2026-04-04,35,4,0,2027-07-31,13.1,3026.1,,4987376142823
3999018F2095,アレンドロン酸錠３５ｍｇ「日医工」,PTP/35mg1錠/2錠,日医工,79,錠,,2026-04-07,5,1,0,2028-04-30,194.6,15373.4,,4987376181914
3327002F1169,トラネキサム酸錠２５０ｍｇ「ＹＤ」,PTP/250mg1錠/10錠,陽進堂,1025,錠,,2026-04-07,21,1,0,2028-07-31,10.8,11070,,4987476113327
1179025F1263,エチゾラム錠０．５ｍｇ「日医工」,PTP/0.5mg1錠/10錠,日医工,281.5,錠,,2026-04-06,90,2,0,2028-04-30,10.8,3040.2,,4987376507417
4490023F2098,フェキソフェナジン塩酸塩錠３０ｍｇ「ＳＡＮＩＫ」,PTP/30mg1錠/10錠,日医工サノフィ,24,錠,,2025-03-28,56,376,0,,22.5,540,,4987376556613
1339005F2250,ベタヒスチンメシル酸塩錠１２ｍｇ「日医工Ｐ」,PTP/12mg1錠/10錠,日医工ファーマ,115,錠,,2026-03-13,28,26,0,2027-09-30,10.8,1242,,4987376710909
2649729S1162,ケトプロフェンパップ３０ｍｇ「ラクール」,包装小/10cm×14cm1枚/7枚,三友,196,枚,,2026-02-27,14,40,0,2028-02-29,18.2,3567.2,,4987435431370
2649729S3149,ケトプロフェンテープ４０ｍｇ「東光」,包装小/10cm×14cm1枚/7枚,東光,7,枚,,2025-03-13,63,391,7,2026-05-31,18.2,127.4,,4987435445551
2649858M1036,スチックゼノールＡ,包装小/10g/40g,三笠,600,g,,2026-04-03,80,5,0,2028-10-31,3.33,1998,,4987387591429
2649731S1330,フェルビナクテープ７０ｍｇ「三笠」,包装小/10cm×14cm1枚/14枚,三笠,532,枚,,2026-03-18,35,21,0,2028-08-31,18.2,9682.4,,4987387592570
2649735S3195,ロキソプロフェンＮａテープ１００ｍｇ「三笠」,包装小/10cm×14cm1枚/7枚,三笠,70,枚,,2026-03-06,63,33,0,2028-12-31,18.2,1274,,4987387592822
2259707S3120,ツロブテロールテープ２「オーハラ」,包装小/2mg1枚/1枚,大原,86,枚,,2026-03-18,28,21,0,2027-03-31,23.7,2038.2,,4987407334203
2325003F4236,ファモチジンＯＤ錠２０ｍｇ「オーハラ」,PTP/20mg1錠/10錠,大原,466,錠,,2026-04-08,40,0,0,2027-05-31,10.8,5032.8,,4987407355307
3969023F1023,ジャディアンス錠１０ｍｇ,PTP/10mg1錠/10錠,日本ベーリンガー,287,錠,,2026-04-06,56,2,0,2028-03-31,166,47642,,4987413300612
2129003M2028,メキシチールカプセル１００ｍｇ,PTP/100mg1カプセル/10カプセル,太陽ファルマ,126,カプセル,,2026-03-12,56,27,0,2028-11-30,12.3,1549.8,,4987925621618
2259709G2023,スピリーバ２．５μｇレスピマット６０吸入,包装小/150μg1キット/1キット,日本ベーリンガー,0,キット,,2026-04-06,1,,0,,2997,0,,4987413826334
3969014F1024,トラゼンタ錠５ｍｇ,PTP/5mg1錠/10錠,日本ベーリンガー,152,錠,,2026-04-02,35,6,0,2028-07-31,116.1,17647.2,,4987413870511
3969108F1027,トラディアンス配合錠ＡＰ,PTP/1錠/10錠,日本ベーリンガー,53,錠,,2026-03-31,28,8,0,2028-06-30,230.8,12232.4,,4987413880510
2492420G1024,インスリン　グラルギンＢＳ注ミリオペン「リリー」,300単位1キット/1キット,イーライリリー,4,キット,,2026-03-12,2,27,0,2027-02-28,997,3988,,4987428771100
2492414G5024,ヒューマログ注ミリオペン,300単位1キット/1キット,イーライリリー,4,キット,,2026-03-12,3,27,0,2027-10-31,1108,4432,,4987428879905
2634710M1093,ゲンタマイシン硫酸塩軟膏０．１％「Ｆ」,包装小/1mg1g/10g,富士製薬,110,g,,2026-03-14,10,25,0,2028-02-29,11,1210,,4987431310129
2359006M1025,アミティーザカプセル２４μｇ,PTP/24μg1カプセル/10カプセル,マイランＥＰＤ,200,カプセル,,2026-04-07,60,1,0,2029-05-31,89,17800,,4987901110204
3259119S1029,エネーボ配合経腸用液,調剤用/10mL,アボット,12000,mL,,2026-03-12,3500,27,6000,2026-07-31,0.83,9960,,4987439197418
3949101F1120,クエンメット配合錠,PTP/1錠/10錠,日本薬工,94,錠,,2026-04-06,273,2,0,2028-05-31,6.3,592.2,,4987440442019
2649722N1027,オイラックスクリーム１０％,包装小/10%10g/10g,日新製薬,210,g,,2026-02-18,60,49,0,2030-09-30,5.81,1220.1,,4987447592014
2649800N1029,オイラックスＨクリーム,包装小/1g/5g,日新製薬,105,g,,2025-12-24,15,105,0,2028-01-31,14.4,1512,,4987447593011
2149114F1021,エックスフォージ配合錠,PTP/1錠/14錠,ノバルティス,144,錠,,2026-02-18,56,49,0,2027-08-31,20.3,2923.2,,4987443333819
2190041F1027,エンレスト錠５０ｍｇ,PTP/50mg1錠/10錠,ノバルティス,318,錠,,2026-04-06,70,2,0,2028-05-31,45.7,14532.6,,4987443384408
2190041F3020,エンレスト錠２００ｍｇ,PTP/200mg1錠/10錠,ノバルティス,90,錠,,2026-04-06,70,2,0,2028-08-31,141.2,12708,,4987443384446
3999021F1112,ラロキシフェン塩酸塩錠６０ｍｇ「日新」,PTP/60mg1錠/10錠,日新製薬,461,錠,,2026-04-08,91,0,0,2028-05-31,23.3,10741.3,,4987447321010
2399707M1057,オルテクサー口腔用軟膏０．１％,包装小/0.1%1g/5g,ビーブランド,15,g,,2026-03-12,10,27,0,2030-06-30,61.1,916.5,,4987792295585
2647705M1023,テラ・コートリル軟膏,包装小/1g/5g,陽進堂,130,g,,2025-12-06,10,123,0,2028-03-31,25.1,3263,,4987476114720
3339950N1051,ヘパリン類似物質クリーム０．３％「ＹＤ」,包装小/1g/20g,陽進堂,965,g,,2026-04-06,200,2,0,2028-06-30,6.3,6079.5,,4987476124033
2329028F1066,ラベプラゾールＮａ錠１０ｍｇ「ＹＤ」,PTP/10mg1錠/10錠,陽進堂,317,錠,,2026-04-04,63,4,0,2028-07-31,17.7,5610.9,,4987476135725
2149039F2224,ロサルタンカリウム錠５０ｍｇ「ＹＤ」,PTP/50mg1錠/10錠,陽進堂,22,錠,,2026-04-03,7,5,0,2028-06-30,14,308,,4987476139907
2399005F2341,ドンペリドン錠１０ｍｇ「ＹＤ」,PTP/10mg1錠/10錠,陽進堂,333,錠,,2026-03-05,14,34,0,2028-05-31,6.3,2097.9,,4987476147971
4490023F1121,フェキソフェナジン塩酸塩錠６０ｍｇ「ＹＤ」,PTP/60mg1錠/10錠,陽進堂,1125,錠,,2026-03-31,168,8,0,2028-08-31,10.8,12150,,4987476154818
3399008F2145,クロピドグレル錠７５ｍｇ「ＹＤ」,PTP/75mg1錠/10錠,陽進堂,139,錠,,2026-04-06,56,2,0,2028-03-31,17.7,2460.3,,4987476168808
2318001F1225,ジメチコン錠４０ｍｇ「ＹＤ」,PTP/40mg1錠/10錠,陽進堂,276,錠,,2026-03-12,84,27,0,2028-09-30,6.1,1683.6,,4987476171907
6250031F1064,ファムシクロビル錠２５０ｍｇ「ＹＤ」,PTP/250mg1錠/6錠,コーアバイオテックベイ,54,錠,,2025-12-22,15,107,0,2027-10-31,72.7,3925.8,,4987476173406
2149118F2077,イルアミクス配合錠ＨＤ「ＹＤ」,PTP/1錠/10錠,陽進堂,131,錠,,2025-11-21,28,138,0,2027-12-31,13.4,1755.4,,4987476176001
1149037F1062,セレコキシブ錠１００ｍｇ「ＹＤ」,PTP/100mg1錠/10錠,陽進堂,273,錠,,2026-04-04,252,4,0,2028-07-31,6.3,1719.9,,4987476179408
1149037F2069,セレコキシブ錠２００ｍｇ「ＹＤ」,PTP/200mg1錠/10錠,陽進堂,490,錠,,2026-04-03,182,5,0,2028-03-31,6.7,3283,,4987476179507
1319743Q1050,ブロムフェナクＮａ点眼液０．１％「ニットー」,包装小/0.1%1mL/5mL,東亜薬品,25,mL,,2026-03-13,15,26,0,2027-10-31,27.7,692.5,,4987497301222
2123008F1048,インデラル錠１０ｍｇ,PTP/10mg1錠/10錠,アストラゼネカ,200,錠,,2026-04-03,41,5,0,2027-09-30,10.8,2160,,4987925670104
2655709N1053,ニゾラールクリーム２％,包装小/2%1g/10g,ヤンセン,130,g,,2026-03-31,10,8,0,2027-05-31,14.5,1885,,4987641082229
2655709Q1025,ニゾラールローション２％,包装小/2%1g/10g,ヤンセン,150,g,,2026-01-10,50,88,150,2026-10-31,22.1,3315,,4987020018955
2359700J2106,テレミンソフト坐薬１０ｍｇ,包装小/10mg1個/5個,ＥＡファーマ,105,個,,2024-07-22,5,625,0,2027-02-28,21.6,2268,,4987699056418
2669701N2067,ケラチナミンコーワクリーム２０％,包装小/20%1g/25g,興和,300,g,,2026-02-14,175,53,0,2028-02-29,4.1,1230,,4987770507709
2183007F1025,パルモディア錠０．１ｍｇ,PTP/0.1mg1錠/10錠,興和,86,錠,,2026-04-06,364,2,0,2028-09-30,27.5,2365,,4987770515506
2316014F1023,ラックビー錠,PTP/1錠/10錠,興和,284,錠,,2026-03-30,42,9,0,2028-07-31,6.3,1789.2,,4987770515803
2646720Q1065,リドメックスコーワローション０．３％,包装小/0.3%1g/10g,興和,140,g,,2026-02-14,30,53,0,2028-04-30,14.7,2058,,4987770516107
2646720N1093,リドメックスコーワクリーム０．３％,包装小/0.3%1g/5g,興和,55,g,,2025-11-29,5,130,0,2028-01-31,14.7,808.5,,4987770517104
2646720M1080,リドメックスコーワ軟膏０．３％,調剤用/0.3%1g,興和,480,g,,2022-05-28,5,1411,0,2028-10-31,14.7,7056,,4987770518606
2646720M1080,リドメックスコーワ軟膏０．３％,包装小/0.3%1g/5g,興和,-150,g,,2026-04-01,20,,0,,14.7,-2205,,4987770519009
3992001D1059,アデホスコーワ顆粒１０％,分包/10%1g/1g,興和,122,g,,2026-03-31,42,8,0,2028-11-30,14.7,1793.4,,4987770528803
2316014B1030,ラックビー微粒Ｎ,分包/1%1g/1g,興和,886,g,,2026-03-13,48,26,0,2027-09-30,6.9,6113.4,,4987770532008
2642702N1029,レスタミンコーワクリーム１％,調剤用/1%10g,興和,740,g,,2026-04-04,100,4,0,2028-07-31,1.92,1420.8,,4987770556707
1169010F2020,エフピーＯＤ錠２．５,PTP/2.5mg1錠/10錠,エフピー,14,錠,,,,,0,,225.2,3152.8,,4987782126219
2646726Q1062,デキサメタゾンプロピオン酸エステルローション０．１％「ＭＹＫ」,包装小/0.1%1g/10g,前田,300,g,,2026-03-21,50,18,0,2028-01-31,6.5,1950,,4987792101855
1147700J2207,ジクロフェナクナトリウム坐剤２５ｍｇ「ＪＧ」,包装小/25mg1個/5個,日本ジェネリック,88,個,,2026-04-01,10,7,0,2028-02-29,21.6,1900.8,,4987792110956
1147700J3238,ジクロフェナクナトリウム坐剤５０ｍｇ「ＪＧ」,包装小/50mg1個/5個,日本ジェネリック,63,個,,2026-04-07,30,1,0,2028-03-31,21.6,1360.8,,4987792111052
2655709Q1068,ケトコナゾールローション２％「ＪＧ」,包装小/2%1g/10g,日本ジェネリック,80,g,,2026-03-28,30,11,0,2027-07-31,12.5,1000,,4987792214111
2646730Q1042,ベタメタゾン酪酸エステルプロピオン酸エステルローション０．０５％「ＪＧ」,包装小/0.05%1g/10g,日本ジェネリック,480,g,,2026-03-30,80,9,0,2028-08-31,18.1,8688,,4987792214319
2233002F2146,カルボシステイン錠５００ｍｇ「ＪＧ」,PTP/500mg1錠/10錠,日本ジェネリック,863,錠,,2026-04-06,9,2,0,2028-06-30,10.8,9320.4,,4987792220716
6132016F2046,セフカペンピボキシル塩酸塩錠１００ｍｇ「ＣＨ」,PTP/100mg1錠/10錠,長生堂,3,錠,,2025-07-01,21,281,0,2027-02-28,41.1,123.3,,4987792654719
6219001H2095,サラゾスルファピリジン腸溶錠２５０ｍｇ「ＣＨ」,PTP/250mg1錠/10錠,長生堂,614,錠,,2026-04-03,126,5,0,2028-05-31,12.5,7675,,4987792658311
6219001H1102,サラゾスルファピリジン腸溶錠５００ｍｇ「ＣＨ」,PTP/500mg1錠/10錠,長生堂,1438,錠,,2026-04-02,126,6,0,2028-05-31,13,18694,,4987792658410
3229005B1038,アスパラカリウム散５０％,バラ/50%1g,ニプロＥＳファーマ,395.8,g,,2026-04-01,140,7,0,2029-07-31,6.9,2731.02,,4987190000057
3229005F1080,アスパラカリウム錠３００ｍｇ,PTP/300mg1錠/10錠,ニプロＥＳファーマ,367,錠,,2026-04-03,84,5,0,2029-10-31,6.3,2312.1,,4987190000019
2249003B1037,アスベリン散１０％,バラ/10%1g,ニプロＥＳファーマ,65.8,g,,2026-02-03,2,64,0,2028-02-29,22.6,1487.08,,4987813704997
3999457G3022,アダリムマブＢＳ皮下注４０ｍｇペン０．８ｍＬ「ＦＫＢ」,40mg0.8mL1キット/1キット,協和キリン富士ＦＢ,3,キット,,2026-04-04,3,4,0,2028-01-31,15584,46752,,4987614443101
3999448G3023,エタネルセプトＢＳ皮下注５０ｍｇペン１．０ｍＬ「ＭＡ」,50mg1mL1キット/1キット,持田,10,キット,,2026-04-04,5,4,0,2028-02-29,10463,104630,,4987896040869
3999448G1020,エタネルセプトＢＳ皮下注２５ｍｇシリンジ０．５ｍＬ「ＭＡ」,25mg0.5mL1筒/1筒,持田,2,筒,,2026-04-04,7,4,0,2027-09-30,6125,12250,,4987896040791
3999448G4020,エタネルセプトＢＳ皮下注２５ｍｇペン０．５ｍＬ「ＭＡ」,25mg0.5mL1キット/1キット,持田,0,キット,,2026-04-04,6,,0,,5532,0,,4987896040876
3999016F1073,メトトレキサート錠２ｍｇ「あゆみ」,PTP/2mg1錠/6錠,あゆみ,1070,錠,,2026-04-04,9,4,0,2028-06-30,59.4,63558,,4987896165647
2590011F4043,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「サワイ」,PTP/5mg1錠/10錠,沢井,96,錠,,2026-04-02,35,6,0,2028-02-29,28.9,2774.4,,4987080331117
1319762Q1079,エピナスチン塩酸塩点眼液０．０５％「サワイ」,包装小/0.05%1mL/5mL,沢井,70,mL,,2026-03-14,5,25,0,2027-11-30,69.6,4872,,4987080335115
3969015F3021,テネリアＯＤ錠２０ｍｇ,PTP/20mg1錠/10錠,田辺三菱,88,錠,,2026-04-06,63,2,0,2028-02-29,91.4,8043.2,,4987128218851
1129010F1060,エスゾピクロン錠１ｍｇ「ＴＣＫ」,PTP/1mg1錠/10錠,辰巳,276,錠,,2026-03-23,21,16,0,2027-11-30,6.7,1849.2,,4987124159011
1129010F2067,エスゾピクロン錠２ｍｇ「ＴＣＫ」,PTP/2mg1錠/10錠,辰巳,351,錠,,2026-04-07,30,1,0,2027-11-30,10.8,3790.8,,4987124159110
1129010F3063,エスゾピクロン錠３ｍｇ「ＴＣＫ」,PTP/3mg1錠/10錠,辰巳,0,錠,,2024-12-07,35,,0,,12.2,0,,4987124159219
3969010F1026,グラクティブ錠２５ｍｇ,PTP/25mg1錠/10錠/割線錠,小野,60,錠,,2026-03-05,63,34,0,2027-04-30,44.4,2664,,4987039449207
3969010F2022,グラクティブ錠５０ｍｇ,PTP/50mg1錠/10錠/割線錠,小野,165,錠,,2026-03-16,56,23,0,2027-05-31,82,13530,,4987039469731
2659710N1152,ラミシールクリーム１％,包装小/1%1g/10g,サンファーマ,0,g,,,,,0,,15.8,0,,4987128046638
7121703X1330,プロペト,調剤用/10g/ポリエチレン ラミネートチューブ,丸石,450,g,,2026-04-02,100,6,0,2028-11-30,3.16,1422,,4987211153106
2699709M1028,プロトピック軟膏０．１％,包装小/0.1%1g/5g,マルホ,105,g,,2025-11-22,30,137,5,2026-09-30,47,4935,,4987213109309
5900003F1021,ヨクイニンエキス錠「コタロー」,バラ/1錠/ポリ,小太郎,1782,錠,,2026-03-21,1008,18,0,2028-07-31,6.5,11583,,4987301326113
3259114S1026,エンシュア・Ｈ,調剤用/10mL/バニラ,アボット,2071.429,mL,,2026-04-07,2000,1,2071.429,2026-10-31,0.91,1885,,4987439095813
3259114S1026,エンシュア・Ｈ,調剤用/10mL/黒糖,アボット,-11678.572,mL,,2026-03-23,3000,,0,,0.91,-10627.501,,4987439196350
3259114S1026,エンシュア・Ｈ,調剤用/10mL/ストロベリー,アボット,-2392.857,mL,,2026-04-07,500,,0,,0.91,-2177.5,,4987439197616
2499410G1021,ビクトーザ皮下注１８ｍｇ,18mg3mL1キット/1キット/1.8mg対応品,ノボ,6,キット,,2026-02-12,4,55,0,2026-11-30,4634,27804,,4987616003860
1139010F2071,レベチラセタム錠５００ｍｇ「サワイ」,PTP/500mg1錠/10錠,沢井,259,錠,,2026-04-03,38,5,0,2028-08-31,36.8,9531.2,,4987080553410
3999031F1043,イグラチモド錠２５ｍｇ「サワイ」,PTP/25mg1錠/10錠,沢井,870,錠,,2026-04-03,63,5,0,2028-07-31,32.2,28014,,4987080561415
2113005F1056,メチルジゴキシン錠０．１ｍｇ「ＮＩＧ」,PTP/0.1mg1錠/10錠,日医工岐阜,175,錠,,2026-03-30,28,9,0,2027-05-31,6.3,1102.5,,4987123002974
1190017F1258,プレガバリンＯＤ錠２５ｍｇ「ＴＣＫ」,PTP/25mg1錠/10錠,辰巳,330,錠,,2026-04-02,252,6,0,2027-01-31,10.2,3366,,4987124159714
1190017F2254,プレガバリンＯＤ錠７５ｍｇ「ＴＣＫ」,PTP/75mg1錠/10錠,辰巳,345,錠,,2026-04-07,60,1,0,2027-10-31,16.1,5554.5,,4987124159813
1319752Q1067,オロパタジン点眼液０．１％「サンド」,包装小/0.1%1mL/5mL,サンド,70,mL,,2026-02-13,10,54,0,2027-04-30,31.4,2198,,4987614439302
6250019F1365,バラシクロビル錠５００ｍｇ「ＳＰＫＫ」,PTP/500mg1錠/6錠,アスペン,71,錠,,2026-03-24,10,15,0,2027-10-31,64.4,4572.4,,4987614439401
2139008F2052,アゾセミド錠３０ｍｇ「ＤＳＥＰ」,PTP/30mg1錠/10錠,第一三共エスファ,243,錠,,2026-03-30,28,9,0,2028-06-30,10.8,2624.4,,4987081185283
2149040F4378,カンデサルタン錠１２ｍｇ「武田テバ」,PTP/12mg1錠/10錠,武田テバファーマ,129,錠,,2026-04-03,28,5,0,2028-03-31,13.1,1689.9,,4987123001700
2189016F2296,ピタバスタチンカルシウム錠２ｍｇ「ＫＯＧ」,PTP/2mg1錠/10錠,テイカ製薬,136,錠,,2026-04-06,21,2,0,2028-02-29,14.2,1931.2,,4987987040402
2251001F2166,テオフィリン徐放錠１００ｍｇ「サワイ」,PTP/100mg1錠/10錠,沢井,188,錠,,2025-12-09,56,120,0,2027-10-31,6.3,1184.4,,4987080001416
2113003F2029,ハーフジゴキシンＫＹ錠０．１２５,PTP/0.125mg1錠/10錠,京都,181.5,錠,,2026-03-30,28,9,0,2028-02-29,10.5,1905.75,,4987142731114
2590015G1021,トビエース錠４ｍｇ,PTP/4mg1錠/10錠,ファイザー,10,錠,,2026-02-26,91,41,0,2027-12-31,128.3,1283,,4987114121103
5200138D1059,ツムラよく苡仁湯エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,320,g,,2026-03-26,35,13,0,2028-05-31,15.8,5056,,4987138805249
2123011F1155,テノーミン錠２５,PTP/25mg1錠/10錠,アストラゼネカ,174,錠,,2026-02-17,60,50,0,2026-11-30,7.5,1305,,4987925649506
3399005F1226,ベラプロストＮａ錠２０μｇ「オーハラ」,PTP/20μg1錠/10錠,大原,341,錠,,2026-04-02,189,6,0,2028-09-30,11.4,3887.4,,4987407156607
2499418G4027,オゼンピック皮下注２ｍｇ,2mg1.5mL1キット/1キット,ノボ,5,キット,,2025-12-11,2,118,0,2027-09-30,11151,55755,,4987616005062
2129003M1188,メキシレチン塩酸塩カプセル５０ｍｇ「サワイ」,PTP/50mg1カプセル/10カプセル,沢井,263,カプセル,,2026-04-06,70,2,0,2028-08-31,7.9,2077.7,,4987080033813
3949003F1066,フェブキソスタット錠１０ｍｇ「ＴＣＫ」,PTP/10mg1錠/10錠,辰巳,363,錠,,2026-04-07,35,1,0,2028-07-31,6.3,2286.9,,4987124160215
3949003F2062,フェブキソスタット錠２０ｍｇ「ＴＣＫ」,PTP/20mg1錠/10錠,辰巳,265.5,錠,,2026-04-07,30,1,0,2028-05-31,10.8,2867.4,,4987124160314
3949003F3069,フェブキソスタット錠４０ｍｇ「ＴＣＫ」,PTP/40mg1錠/10錠,辰巳,132,錠,,2026-04-04,63,4,0,2027-10-31,15.9,2098.8,,4987124160413
3222013F1149,クエン酸第一鉄Ｎａ錠５０ｍｇ「ＪＧ」,PTP/鉄50mg1錠/10錠,日本ジェネリック,601,錠,,2026-04-07,70,1,0,2028-02-29,6.3,3786.3,,4987792312558
3179101M1132,ジアイナ配合カプセル,PTP/1カプセル/10カプセル,鶴原,28,カプセル,,2025-07-03,63,279,0,2027-03-31,6.3,176.4,,4987271127758
1149038G3022,ツートラム錠１００ｍｇ,PTP/100mg1錠/10錠,日本臓器,50,錠,,2026-04-07,30,1,0,2029-12-31,74.6,3730,,4987174187019
1147700S1028,ジクトルテープ７５ｍｇ,包装小/75mg1枚/7枚,久光,237,枚,,2026-03-18,63,21,0,2027-09-30,153.1,36284.7,,4987188488027
6164001M1186,リファンピシンカプセル１５０ｍｇ「サンド」,PTP/150mg1カプセル/10カプセル,サンド,12,カプセル,,2025-08-07,63,244,0,2027-09-30,16.9,202.8,,4987614235041
2189019M1055,オメガ－３脂肪酸エチル粒状カプセル２ｇ「武田テバ」,分包/2g1包/1包,武田テバファーマ,56,包,,2026-03-31,56,8,0,2028-08-31,72.3,4048.8,,4987123002721
3999017M1026,セルセプトカプセル２５０,PTP/250mg1カプセル/10カプセル,中外,76,カプセル,,2025-08-08,224,243,0,2028-02-29,72.4,5502.4,,4987136100124
2646713Q2029,コムクロシャンプー０．０５％,調剤用/0.05%1g,マルホ,375,g,,2026-03-21,250,18,0,2028-05-31,15.4,5775,,4987213110305
2139005F1117,フロセミド錠２０ｍｇ「ＮＩＧ」,PTP/20mg1錠/10錠,日医工岐阜,143,錠,,2026-04-07,35,1,0,2028-07-31,6.5,929.5,,4987376795661
1179052M2037,デュロキセチンカプセル３０ｍｇ「ＤＳＥＰ」,PTP/30mg1カプセル/10カプセル,第一三共エスファ,62,カプセル,,2026-04-02,126,6,0,2028-02-29,30.5,1891,,4987081188451
3150002F1239,ユベラ錠５０ｍｇ,PTP/50mg1錠/10錠,サンノーバ,0,錠,,2025-06-27,180,,0,,6.3,0,,4987028209409
2149041F4020,ディオバン錠１６０ｍｇ,PTP/160mg1錠/10錠,ノバルティス,62,錠,,2026-04-03,41,5,62,2026-10-31,25.8,1599.6,,4987443311275
3259118S1024,ラコールＮＦ配合経腸用液,調剤用/10mL/バナナフレーバー,ＥＮ大塚,-14600,mL,,2026-03-25,6400,,0,,1.07,-15622,,4987035519300
3259118S1024,ラコールＮＦ配合経腸用液,調剤用/10mL/ミルクフレーバー,ＥＮ大塚,16400,mL,,2026-03-25,4800,14,0,2026-11-30,1.07,17548,,4987035654001
5200050F1044,クラシエ柴胡加竜骨牡蛎湯エキス錠,SP/1錠/18錠,大峰堂,0,錠,,2025-05-23,168,,0,,10.6,0,,4987045670312
6250700M1235,ビダラビン軟膏３％「トーワ」,包装小/3%1g/5g,東和薬品,30,g,,2026-03-18,5,21,0,2028-02-29,69.8,2094,,4987155174106
5200043D1027,ツムラ香蘇散エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,80,g,,2026-02-05,25,62,0,2028-09-30,10.7,856,,4987138807045
5200101D1030,ツムラ釣藤散エキス顆粒（医療用）,分包/1g/2.5g,ツムラ,202.5,g,,2025-05-30,450,313,0,2027-11-30,34.7,7026.75,,4987138804747
2149113F1060,テルチア配合錠ＡＰ「トーワ」,PTP/1錠/10錠,東和薬品,64,錠,,2026-03-23,28,16,0,2028-07-31,19.8,1267.2,,4987155351026
6290007M1022,ネイリンカプセル１００ｍｇ,PTP/100mg1カプセル/14カプセル,佐藤製薬,7,カプセル,,2025-09-27,49,193,0,2027-02-28,772.6,5408.2,,4987316135601
2652701M1025,５％サリチル酸ワセリン軟膏東豊,調剤用/5%10g,東豊,5,g,,2022-10-31,5,1255,0,,4.15,20.75,,4987429000872
3969021F1032,デベルザ錠２０ｍｇ,PTP/20mg1錠/10錠,興和,99,錠,,2026-03-12,28,27,0,2028-04-30,138.7,13731.3,,4987770510501
2329023F2078,ランソプラゾールＯＤ錠３０ｍｇ「トーワ」,PTP/30mg1錠/10錠,東和薬品,126,錠,,2026-04-02,29,6,0,2028-06-30,17.1,2154.6,,4987155660012
1147002N1174,ボルタレンＳＲカプセル３７．５ｍｇ,PTP/37.5mg1カプセル/10カプセル,同仁,168,カプセル,,2026-04-03,14,5,0,2028-04-30,6.3,1058.4,,4987443328846
3999013F1339,エパルレスタット錠５０ｍｇ「トーワ」,PTP/50mg1錠/10錠,東和薬品,0,錠,,2024-12-11,111,,0,,18.6,0,,4987155733051
2149044F5038,オルメサルタンＯＤ錠１０ｍｇ「ＤＳＥＰ」,PTP/10mg1錠/10錠,第一三共エスファ,242,錠,,2026-03-17,56,22,0,2027-12-31,10.8,2613.6,,4987081187102
3969020F2026,ルセフィ錠５ｍｇ,PTP/5mg1錠/10錠,大正製薬,71,錠,,2026-03-12,18,27,0,2028-05-31,187.5,13312.5,,4987306013926
2649710M2092,亜鉛華（１０％）単軟膏「ヨシダ」,調剤用/10g,吉田製薬,360,g,,2026-02-26,20,41,0,2027-05-31,2.67,961.2,,4987288731252
1319739Q1312,ラタノプロスト点眼液０．００５％「ＳＥＣ」,包装小/0.005%1mL/2.5mL,参天アイケア,12.5,mL,,2026-03-19,10,20,0,2028-04-30,129.7,1621.25,,4987084302687
3969010F1034,ジャヌビア錠２５ｍｇ,PTP/25mg1錠/10錠,ＭＳＤ,132.5,錠,,2026-03-12,31.5,27,0,2027-02-28,41.9,5551.75,,4987185807555
3136004F2235,メコバラミン錠５００μｇ「ＹＤ」,PTP/0.5mg1錠/10錠,陽進堂,3157,錠,,2026-04-08,168,0,0,2028-10-31,6.1,19257.7,,4987476158618
